1,2,3,4,5,6,7,8
2.36049722869176e-06,2.78549556257934e-06,1.97020499003882e-06,2.40837798579379e-06,0.594134701472985,-2.27870327872313,0.672575770879209,-2.19705716791215
4.12279421496688e-06,4.72240862796815e-06,3.74516814319029e-06,4.363964919561e-06,1.01788255273996,-1.61591961719083,1.12789513211105,-1.48603355018714
8.36336860233444e-06,9.55150452522355e-06,8.20091933029976e-06,9.44470715068404e-06,-1.90424362987149,1.7015714385351,-1.6734416334158,1.91288234317134
3.65473333714737e-06,2.81150606977287e-06,3.29182154784368e-06,2.43982292459002e-06,1.8719604069434,-1.22557579589341,2.04690058610375,-1.04573880948514
2.64202865096425e-06,3.25745631146136e-06,2.32664902619905e-06,2.84944628604605e-06,-2.48251624538298,0.543575096516772,-2.25674681744828,0.696730961719777
7.41742770377568e-06,8.75926050603043e-06,7.41526208809617e-06,8.7500280042547e-06,-1.81654615982689,1.74085461037279,-1.57618532193351,1.96299913790729
5.90133556710731e-06,6.07870657587111e-06,5.49226329512677e-06,5.80549976301805e-06,-3.00319523370581,0.448049288155316,-2.82913169358116,0.628863775767156
6.38336575223276e-06,6.93496558468806e-06,6.02737098018268e-06,6.64804904515496e-06,1.94182866912406,-0.788515667132214,2.11460373286545,-0.614396777152805
4.32559940398592e-06,5.20550353971682e-06,4.77788116623044e-06,5.40576753805694e-06,-1.41159250633061,1.70758550528751,-1.17003480407974,1.97472849991201
6.32909532915335e-06,7.09719944547554e-06,6.0086651821147e-06,6.80824940148008e-06,0.264169215459361,-2.6810996337936,0.477787410062637,-2.48605248599228
7.13766043238856e-06,6.04131260515833e-06,7.05309091539266e-06,5.97519536640016e-06,1.46988516292727,-1.38291667114763,1.66246256766472,-1.17424415768516
5.99888356184784e-06,6.67366465510178e-06,6.27662231724515e-06,7.07617391619079e-06,0.742729395489836,-1.80946631375889,0.940118187727211,-1.63500661618639
6.5574369871938e-06,7.39257109803062e-06,6.43897278813407e-06,7.18519744351134e-06,1.71894304390106,-1.38817202353291,1.94600085189791,-1.18437263053577
5.83685026066471e-06,6.42462171120043e-06,5.76186652271001e-06,6.25941818903669e-06,-0.704790861788332,2.56770190151778,-0.48325002194771,2.77626049746842
1.88617696564528e-06,3.36988664546254e-06,2.17402376095555e-06,3.73388484686198e-06,0.198021016671329,-2.26232131276639,0.438067703931975,-2.10421460594833
7.77898243486216e-06,7.16024970498687e-06,7.84080139579874e-06,7.29276317102401e-06,3.06808613321305,0.0978557633993336,-3.01595696214826,0.30379194539583
7.58722503929906e-06,8.03359686449948e-06,7.56094811857831e-06,8.06730824907398e-06,-2.90150436831921,0.596109304151225,-2.70579825957406,0.786976421488039
